loc,num_functions,avg_function_length,cyclomatic_complexity,max_nesting_depth,max_function_complexity,std_dev_function_complexity,lint_warning_count,comment_to_code_ratio,review_comment_count,test_coverage_percent,num_test_files_linked,code_churn_recent,num_contributors,file_age_days,fan_in,bug_count_total,bug_density,bugs_last_30_days,bug_trend,test_fail_count_related,days_since_last_change,code_quality_score,bug_risk_score,bug_risk_class
108,45,31.945478774770695,13,6,21,3.324024213172372,171,0.23958337859198053,69,67.84930541791614,9,58,3,119,6,5,1.5714705393315955,3,-1,5,305,51.4927091111911,31.535462866199026,1
561,10,56.38682316571746,10,2,2,4.96840456176864,6,0.20650971524272757,81,59.60523559214474,9,191,14,2988,5,86,0.6971993151834064,2,0,16,149,71.5146381865286,59.68327215621251,3
2711,70,15.91083996064245,1,7,4,0.0,104,0.0761224697332445,85,86.54597723516632,4,158,13,368,25,17,2.1881742586743256,20,-1,2,64,74.0515030062075,64.35706194607933,3
2385,36,5.0,23,3,29,1.272487855209245,36,0.10087796533546498,46,48.34631390547985,1,250,5,3539,50,8,1.7028052009192187,6,1,25,20,55.719206048876664,80.68097577124514,4
722,14,38.324661188150955,11,2,20,4.482482646341112,146,0.27416616794886106,75,81.32923619667824,6,218,3,3113,16,31,0.0,1,0,12,285,66.56849533238133,36.3300988409764,1
1356,73,27.5843957880587,18,1,34,2.938534413778252,122,0.18816603732562776,84,36.367046998265536,0,84,6,1834,8,3,0.5074425855796976,20,1,12,324,52.938835769844026,61.992953325143965,3
1818,7,31.77763622895709,25,1,43,1.9867435049136388,2,0.16478973641456823,95,32.16211053736007,1,368,5,1216,10,90,0.6561492501113121,6,-1,16,360,45.40657997782061,70.29368098982674,4
1196,76,35.698903260183165,5,4,29,2.6771551427058937,152,0.25820012441347856,59,72.00316340332755,8,387,12,1584,2,25,0.5179808182853038,1,-1,2,232,62.57293515629588,34.436225810979344,1
2810,21,30.20348144991619,14,5,49,1.1229991135970452,148,0.25032872066351,62,67.90461191649165,4,5,4,1278,17,11,1.8889064691842008,16,0,23,89,53.9192396950588,73.25564023812368,4
2814,37,50.70024230396914,21,3,41,2.4299883170151455,5,0.15122843467341784,94,83.6246802564149,6,321,12,182,40,21,1.2558870605049726,6,1,3,35,42.305344898837,76.24682868703262,4
1893,66,41.12998516149359,9,1,42,3.0442066207858924,42,0.08504475062240889,77,77.96545242786988,4,148,13,2303,46,41,0.7862403799459793,8,-1,21,73,55.56778759312523,69.90445331043553,3
2438,5,22.049728066258712,14,5,21,2.7462556908625855,152,0.2287181697945592,48,51.00935947963103,6,150,14,1929,28,29,2.420594717527319,2,1,21,184,50.8523308881911,79.2635038834748,4
2690,59,17.895067146379514,7,2,8,3.986447309252912,165,0.26316677748345024,43,88.9848347914025,0,91,6,3495,17,1,0.4291035152761339,0,-1,0,91,72.10686201397776,17.86024944709607,0
595,78,38.8756469867966,21,7,23,2.220712241531136,187,0.35878192395586916,30,73.20293742651853,8,69,10,2789,12,54,0.9452714900089836,5,-1,9,218,55.56799132307995,57.25064784460089,3
1691,68,36.9502359938823,1,5,3,2.7173212861088425,94,0.17570451415003419,89,86.37555028426283,8,47,5,3268,18,10,1.0354454928234664,3,-1,12,324,87.7107063371301,18.28641045012262,0
1062,25,23.160671627067668,17,1,25,1.4286696381351722,60,0.1795626581627624,30,70.46995671850266,3,177,11,479,39,61,1.0138490793590025,10,0,6,236,59.97644914066994,83.12367603922327,4
552,55,51.46606942774355,2,8,2,0.0,81,0.10757086896906985,87,79.42955924406651,1,17,1,1867,7,22,2.015456927267217,1,-1,1,176,73.51786153623168,19.835952756978827,0
2082,15,20.16280753905471,24,1,13,0.0,65,0.13537051018550328,6,35.2145037537221,8,47,6,358,11,34,2.4392933405588835,5,0,2,7,55.42820723779473,69.33368538545758,3
2517,42,21.794054858279573,11,5,30,3.2411403007037745,36,0.09067234651352173,90,42.56152013262808,10,472,2,3230,6,2,0.4383825578305286,20,-1,0,51,51.08358161181616,51.999538312840876,2
2487,2,35.789600692250765,4,6,13,3.2157837360599064,129,0.035193008711443735,89,95.55471491641572,4,196,7,336,23,4,0.3024989291663487,11,-1,4,28,55.28548693441949,38.20849549724159,1
1009,7,18.839923983345717,15,8,48,3.1900737864624684,102,0.20130522382223365,28,57.62761457663246,7,497,3,341,39,20,2.198004769256304,11,-1,17,344,39.24871163040909,79.65448031104847,4
2928,77,25.525275711581823,22,1,30,5.350499926663859,145,0.20641702685982233,9,56.531586994834946,5,282,9,1289,39,71,0.0,0,0,5,133,51.04950317447589,73.53911273003543,4
2140,47,5.0,12,5,1,5.825289663865862,195,0.09149301878745585,64,36.30388685045621,10,423,14,2478,33,38,0.0,2,-1,17,196,39.170835491721505,50.930372632604644,2
1551,28,57.38821247023104,10,1,4,1.8123549923159454,162,0.1952428487566725,63,68.17134475228785,2,148,5,1740,29,1,0.36413010995447515,9,-1,7,86,54.431600841094735,37.98741544543893,1
436,2,5.373024996733683,16,4,35,1.9546246305768749,30,0.0951739756442483,32,71.91439140156506,4,231,7,2570,38,68,1.2466254991546228,9,1,11,179,58.24339625381969,92.63881679455187,5
1493,54,33.851587188060186,8,4,2,0.0,142,0.3218618128379218,61,43.846860315015604,7,67,1,1358,46,27,0.766454528605764,6,-1,11,247,58.099116715791844,42.71822398918929,2
1590,76,27.540644972698438,20,6,26,4.144213338120626,181,0.1168294385571062,54,60.353606017376976,3,278,15,1544,32,72,0.0,10,1,14,251,34.846582006888575,91.75196405486113,5
2690,59,17.895067146379514,7,2,8,3.986447309252912,165,0.26316677748345024,43,88.9848347914025,0,91,6,3495,17,1,0.4291035152761339,0,-1,0,91,72.10686201397776,17.86024944709607,0
1725,64,29.49966597903913,11,8,26,1.3661813972112227,119,0.0038967429058829883,44,83.74054580924285,3,75,5,3636,12,2,0.7803495851627075,3,-1,11,55,53.99178249975181,34.351268432334855,1
1271,63,40.59589427523503,13,1,24,3.8424975280896523,117,0.1966179788021732,24,31.67849566085048,4,252,5,202,14,21,0.4703968894576599,2,-1,18,312,37.9493036674912,48.983888437035745,2
976,67,20.86373060981835,12,7,22,4.206410108407823,82,0.2072933799037316,79,67.73447663638625,0,72,15,2328,35,28,1.7803483629870958,14,0,1,11,47.95974711471629,68.29533266581737,3
2216,70,23.842802237956704,3,7,3,7.073368898446121,179,0.03351517644168184,93,75.71360115682003,9,382,10,2666,50,46,1.9430599847471737,13,1,12,280,61.212252460189646,77.77302071132338,4
2810,27,16.999497053058445,19,2,18,3.4453262759305736,23,0.15461297580262182,65,58.65452634283798,1,343,10,2959,40,70,0.25154729435266177,10,0,28,66,56.35105598500114,91.82479797990192,5
2374,78,21.395552296513284,24,8,20,4.065770620449216,140,0.25603622108403923,61,31.912900604234224,2,17,3,1909,37,31,0.0,7,-1,23,115,40.386501556152346,58.73426120530949,3
1631,10,54.685839204273144,1,5,34,0.0,98,0.1960829813412982,29,52.615599480978226,1,145,14,674,17,34,0.5896242045637141,20,1,0,229,57.66735124795206,86.09355308706606,5
1523,70,41.555172370050656,17,2,49,4.0569207703033205,170,0.2779495714861834,6,68.67581245541619,4,266,7,2582,18,80,1.0672269810589137,17,1,1,124,54.299880999984445,100.0,5
2980,51,41.6954225299295,10,3,39,2.4729672382973487,134,0.4044405024042412,66,71.68885663198034,10,354,6,2774,49,50,1.1770599461745923,20,1,15,258,50.8778831272132,98.11604965631118,5
257,79,40.12902752357277,6,8,37,1.8078729275429168,38,0.2235705601580817,94,74.78318845780981,10,12,8,1983,5,0,0.25231335043935255,1,-1,7,245,66.83488881329032,15.828989988509697,0
2571,73,25.60960176816339,22,5,15,0.9114475144935494,185,0.18945682111462317,53,64.59835212032436,3,64,15,1674,2,1,1.0718344016835346,2,-1,15,62,46.02980536941553,49.052872441009804,2
2116,40,12.063050529288201,22,4,42,7.375189897440631,83,0.19768289886618082,97,93.20086067450471,5,309,11,2803,9,26,0.57539690298434,0,1,8,353,56.204000389128126,49.26591705647038,2
394,9,42.376788510228394,26,8,40,2.2405493625446105,133,0.22519527510421372,14,54.866407672798715,5,193,8,669,40,72,1.1329171082459257,20,-1,17,297,34.362128521117825,100.0,5
2754,68,15.544542409536822,21,3,20,0.7416527094500127,73,0.05396023289474969,22,59.217777337590235,1,167,12,1049,8,29,1.0685251926561792,19,-1,26,237,50.010626120964965,84.74468223058899,4
2786,14,27.363112620771947,13,6,4,3.487340593392113,179,0.0,38,80.8513665012823,9,384,6,2343,3,84,1.94141748576605,10,0,1,140,61.659325809291744,76.12808365807986,4
544,40,31.546447867028576,18,6,45,1.070164633024354,48,0.3045709952266883,46,66.44580107716271,0,265,1,1821,14,41,1.539791395526832,12,0,16,151,60.95932144061747,79.40369446364177,4
130,15,19.557963606719532,8,5,15,4.356373061774752,160,0.275027743140031,100,66.36333439315237,1,238,15,2122,4,36,1.2717520488243912,1,1,3,73,49.212292905435014,55.18793697743997,3
1909,12,5.0,6,6,16,4.248445959705984,36,0.04855421236758589,37,27.560926499508945,2,99,15,1595,17,68,2.0309076486235167,4,1,3,14,56.259007831999824,82.88231209774438,4
2131,23,27.969295077394193,11,2,23,1.8987843080315867,115,0.10799042836672357,85,65.12329158775796,5,423,13,1216,31,11,0.5323936042446216,13,0,30,258,55.73780626290407,76.64584394102144,4
353,8,29.508186883485763,22,3,33,2.762917584520575,195,0.1969317968170786,71,41.32339442367498,6,494,4,2315,42,41,0.0,4,1,28,109,40.62460861319923,86.97892931060873,5
750,35,79.73585748296392,16,5,47,2.7278654030207448,137,0.21358125797287605,42,59.6315356760833,2,24,2,2826,22,28,0.0,15,0,18,27,52.92805179390774,68.91742711681547,3
1603,54,34.71797713603892,29,5,9,3.0472630957888818,3,0.2623235674468052,66,61.9808462882931,1,247,15,3541,47,10,0.159749336627382,9,-1,0,12,40.31471970855526,50.564319337422276,2
2344,41,29.02116296999046,30,1,8,1.7409242421606697,190,0.239343942885398,44,48.794350883164796,7,270,15,2633,10,85,0.0,2,0,23,30,41.406009215088645,85.29496631020493,5
824,29,8.687416307902556,4,7,21,1.8525046299017238,12,0.33779668950388203,33,85.88206701692485,7,208,2,1028,11,35,0.26940024590092726,3,-1,19,129,84.34334166791069,53.59254479310927,2
1286,35,52.55145225052327,10,6,7,3.5063362524583797,143,0.139445564644799,38,69.02825986593491,6,185,3,1687,14,13,0.977438156072236,9,-1,20,160,66.65238995814015,50.093664397699186,2
1188,7,41.931945837129966,19,7,47,3.8826201224460704,187,0.2077630820175746,9,23.19928141591967,0,454,14,3138,14,36,0.0,7,1,17,2,29.44258937953798,94.28415923197409,5
816,77,17.575373863475388,6,8,32,2.441476255664255,71,0.19102807634237556,69,79.85443840084618,4,251,13,2369,21,44,0.5572293323166908,1,1,13,104,44.432939957042365,63.92858341253292,3
2294,79,9.676658217412069,10,7,8,4.043243777514032,25,0.19950925554956925,93,56.99198900528506,7,104,12,1513,32,57,0.3321042156035725,0,0,16,164,57.847896301240155,53.77365769063483,2
1691,68,36.9502359938823,1,5,3,2.7173212861088425,94,0.17570451415003419,89,86.37555028426283,8,47,5,3268,18,10,1.0354454928234664,3,-1,12,324,87.7107063371301,18.28641045012262,0
2614,56,48.41222833945575,2,4,26,5.989958860548815,196,0.18129882495741292,83,67.40200428827877,0,99,2,3196,16,9,0.8366207262329529,0,-1,4,262,60.39610050678078,15.821590921180237,0
1214,45,5.437678935845138,11,6,47,3.4285591751691804,34,0.2517209994556229,91,43.93730803956865,8,85,8,95,35,81,1.7337164030291667,18,1,27,93,61.32760380941548,100.0,5
1691,68,36.9502359938823,1,5,3,2.7173212861088425,94,0.17570451415003419,89,86.37555028426283,8,47,5,3268,18,10,1.0354454928234664,3,-1,12,324,87.7107063371301,18.28641045012262,0
2614,56,48.41222833945575,2,4,26,5.989958860548815,196,0.18129882495741292,83,67.40200428827877,0,99,2,3196,16,9,0.8366207262329529,0,-1,4,262,60.39610050678078,15.821590921180237,0
1115,57,16.607036586233278,4,1,40,1.3558489157672182,97,0.2242319480676549,80,50.42747626145329,6,276,6,2605,23,3,0.9319191886263587,10,-1,1,231,62.892828200204285,37.565045270870925,1
2799,78,19.547999750652274,2,3,30,1.3642303853327782,8,0.05231694816773563,75,66.20540322690664,1,497,10,1367,12,15,1.0663584866373683,9,0,0,162,66.50471755364626,55.44591178988202,3
2569,28,42.272952546539756,6,4,42,3.865491198194509,14,0.10230303914149003,66,89.7938030829071,1,450,8,2125,31,96,0.5524554517525092,7,0,13,131,60.436165048720085,89.17926491403452,5
1079,16,14.884643519525847,10,7,12,1.3518924946454287,135,0.19648793104777015,82,78.70569526467924,7,494,12,2128,20,31,2.034763541601656,11,1,2,54,57.37604775809227,79.62732506321692,4
552,55,51.46606942774355,2,8,2,0.0,81,0.10757086896906985,87,79.42955924406651,1,17,1,1867,7,22,2.015456927267217,1,-1,1,176,73.51786153623168,19.835952756978827,0
1631,38,46.121041856130915,14,3,28,4.551476053895623,39,0.09620934788154467,82,86.23746351963501,2,234,12,1256,45,0,1.258520032828858,12,0,17,361,68.03671160081663,62.92692291523199,3
2122,65,22.56440435491345,4,5,22,4.172182509431477,34,0.2716830958062514,52,64.75750639855035,7,154,2,2063,15,93,0.3576707294174425,10,0,22,251,75.76427520012552,81.79473022366933,4
654,4,23.604753404179696,3,3,7,4.605776035753781,107,0.42260263761049127,3,75.28385837345232,10,157,6,372,22,2,0.2280872200969235,7,-1,7,327,71.35445033964665,38.693017956647765,1
2269,3,63.00036516658362,8,7,15,3.490147818320303,96,0.3117311983447766,100,59.140148358976774,5,444,3,2274,9,34,0.0,3,-1,9,92,57.51822973460193,36.7691289061414,1
2167,55,20.617430221563595,15,8,50,0.0,62,0.24693961552299692,41,43.79597701202657,7,311,6,36,0,92,0.7512501867845598,2,-1,4,123,55.65565084963772,72.24444879229382,4
2824,57,15.719640886991431,13,7,18,3.6476074168612307,109,0.3793943269875164,66,29.99546490513596,8,185,4,1896,10,7,0.8331353010310296,10,-1,10,165,51.53063754793906,45.08323641758701,2
1212,66,23.31566547429277,24,4,20,3.373980435020934,32,0.36050117894930933,94,85.57090114232797,4,218,11,1778,4,15,1.9004184664397723,13,-1,30,93,66.80434704384803,69.63684925278466,3
556,50,7.676939718073864,6,5,39,1.710329237883575,15,0.27492310779777407,55,40.92726929612154,6,65,6,471,2,75,2.8648713978911164,18,-1,18,185,63.08547121688549,87.85545854243524,5
2345,56,49.52298560655002,12,5,14,2.1205638302178818,178,0.42668469290398686,35,75.94085891631597,6,338,9,3511,18,40,0.0,11,-1,7,345,61.91159998238997,50.01989434153839,2
449,32,49.93063355727975,2,6,23,2.269269502308667,189,0.14859774691582206,10,49.07708907946055,7,419,7,1491,36,51,1.0043857408646368,0,0,27,134,43.367217398860916,82.67761550428573,4
1060,68,65.41118750111616,3,3,42,3.47548214200971,178,0.310552518576085,79,50.538695516320544,5,59,3,1793,49,43,1.1707426693937935,15,1,6,91,51.564534787079715,77.74839291330584,4
1633,17,19.775956643454627,25,1,11,3.8149557304308948,45,0.2504336964062071,91,35.30188710160964,7,40,1,1898,30,4,0.38940999790938724,9,-1,19,217,62.70344622908615,38.98582006128154,1
2452,64,13.06252001664878,7,3,49,0.8162827599896114,86,0.18371194978924513,69,99.55517694464288,7,179,11,193,25,46,1.536071589334794,18,-1,9,93,61.64598636464483,80.24819349265965,4
2462,25,20.19574248574785,5,6,16,3.90138126808907,25,0.0806627528564125,40,68.62647783823586,10,221,12,2793,12,50,0.8663657438508181,5,1,2,158,67.43856959862978,65.54861759390616,3
930,15,35.555021006312316,8,4,14,5.362625617849835,24,0.10180728955456918,13,24.955542812230085,1,220,5,2443,8,27,0.3747193787970564,4,1,1,359,61.7637685942273,44.917151004679226,2
2715,71,29.861630463358473,3,6,47,5.688463015812108,68,0.0,40,71.19749677686423,8,411,2,1992,11,31,0.8253346091832257,11,-1,21,5,57.07472565829559,70.63194532993829,4
2079,27,50.132967582497635,5,4,4,3.9452179399729284,197,0.2438362612728034,99,39.382750984238584,10,366,2,2711,36,13,0.8445416041130853,4,-1,0,355,43.602125533740335,18.500827147472794,0
2535,70,44.97467634368999,26,8,33,0.0,82,0.27231732184480134,84,48.839616965712935,10,191,15,3536,45,28,0.9927372120153825,1,1,25,46,32.59599120823438,73.24449363119452,4
284,19,46.43269961395289,21,3,45,4.287692989440813,156,0.0658339671290187,24,68.28922346494264,3,32,14,2647,37,64,0.0,4,1,29,127,40.742478258969086,93.74473251148811,5
1678,21,44.85512670196135,14,3,17,3.40051462218776,182,0.14023122680664968,78,64.5424527186414,7,63,1,2445,32,15,2.143388329421321,3,0,25,329,55.975979890604606,50.05006433604164,2
1520,70,14.011669824329564,23,8,20,8.864438833230489,60,0.0,34,67.6549532009864,0,216,10,941,43,86,0.0,20,-1,13,163,54.346003102613444,96.58565277002306,5
566,67,48.760592580989695,2,4,16,3.08627059092972,172,0.29422639767856984,65,72.37740913881694,4,408,8,2533,30,100,0.6276373329800793,7,1,0,353,66.09866436864543,73.23552969682368,4
591,1,34.96535156216909,12,8,17,3.216867184226873,88,0.2864455008502337,34,52.66305441349356,0,72,15,3399,1,21,1.7704243905269346,1,-1,8,135,65.67626332922222,42.59277038310262,2
2546,31,33.7267427140203,9,5,20,3.549556259957247,157,0.1408784898237085,95,86.6468323893762,6,160,13,3304,4,1,0.8944262099782245,2,-1,1,228,64.09070942030043,19.922135669326664,0
2403,5,16.380710793517718,18,3,31,2.867648628106673,5,0.10317196916542618,45,91.15333615595738,7,346,5,816,4,47,1.8313620049970742,18,0,13,245,70.86950412207474,86.60210830621614,5
644,21,17.320020858057624,21,8,34,5.363756362136556,144,0.4251850594424047,80,98.39337756490758,3,8,3,3158,42,18,1.1797796595318424,1,0,26,225,62.512491664001146,53.29311948585813,2
2879,12,49.44459189986009,13,4,37,2.7902566505240562,54,0.32873355548167754,85,87.62500470885541,10,92,7,384,32,3,1.3249944797740962,1,-1,6,105,68.26859586265557,38.91143524709063,1
669,28,45.54263791657102,19,1,40,4.086586437033619,73,0.1645246383524961,92,74.8754429507749,8,265,5,1758,9,40,0.7870352581305943,7,-1,7,252,57.9556822761408,48.73486957264287,2
2546,31,33.7267427140203,9,5,20,3.549556259957247,157,0.1408784898237085,95,86.6468323893762,6,160,13,3304,4,1,0.8944262099782245,2,-1,1,228,64.09070942030043,19.922135669326664,0
2225,55,26.67892459948625,24,6,11,1.3319524069481752,152,0.17096061140439148,12,90.40715320391641,10,200,4,2052,20,91,0.5301432514879154,20,1,30,307,60.690423665915596,100.0,5
862,26,5.0,8,3,46,0.0,53,0.2697266873081917,2,51.7189722588417,9,230,2,3175,14,24,0.05494794734799857,17,0,13,109,59.94131368537353,74.12627274904352,4
1775,22,29.783790756922553,11,5,32,4.338649283621303,178,0.1830115216807519,43,71.84430459884184,7,91,8,1420,35,39,1.9127307058659384,12,1,11,305,55.90301377877653,80.06379006529588,4
310,42,52.91956768084523,13,5,44,5.669302543356009,90,0.06249765600002383,45,63.97799037090899,1,422,10,1688,3,77,0.4880725142878597,14,-1,30,330,43.596410116047835,88.15954941014424,5
785,48,38.71205298639628,27,4,21,3.792036397211773,124,0.10664554511491006,68,54.463095202523824,8,282,13,2974,9,49,1.5811402268292525,5,0,7,167,42.57597539396767,67.98147494460007,3
948,4,17.53762226253802,1,3,2,0.564239698825364,102,0.16323266962862526,91,45.959957192893995,3,362,13,2212,3,34,1.6586607120781132,4,-1,17,354,65.7345519004799,39.221433001393756,1
1427,40,14.150190275379419,26,7,9,5.298712961882776,141,0.28352715527046757,58,85.98632131165085,7,13,10,2130,24,24,0.34198126382279437,17,-1,22,227,53.880391518783206,64.01233790231667,3
1168,24,31.84975361581596,11,4,44,1.578785668386984,99,0.2515151341005088,59,58.70679487130736,0,369,7,108,8,6,0.0,5,-1,25,28,55.259388515493576,61.41798365607514,3
1691,68,36.9502359938823,1,5,3,2.7173212861088425,94,0.17570451415003419,89,86.37555028426283,8,47,5,3268,18,10,1.0354454928234664,3,-1,12,324,87.7107063371301,18.28641045012262,0
1182,69,52.38297050398704,19,8,28,4.017346295056409,65,0.250502063148311,19,53.15532334960465,9,225,14,3269,40,92,0.9545607700255686,11,0,5,351,52.95560844618648,85.90000220080195,5
1360,69,38.99801265200655,21,3,49,3.2572511937808684,25,0.297579041958992,30,45.144501385452955,8,471,7,1764,18,88,0.0,20,1,27,127,50.10509108578153,100.0,5
2640,69,28.602983954581095,15,1,4,1.9549299874173947,74,0.15929812510448074,75,81.77871315643347,9,257,13,3093,49,98,1.9362275331841623,16,-1,3,264,61.76545695497094,82.99408351083477,4
257,79,40.12902752357277,6,8,37,1.8078729275429168,38,0.2235705601580817,94,74.78318845780981,10,12,8,1983,5,0,0.25231335043935255,1,-1,7,245,66.83488881329032,15.828989988509697,0
2552,31,44.21537610024885,21,3,2,2.1905811836699147,140,0.14126279307893985,42,53.88596038283815,0,429,12,865,13,24,0.7316043935014975,8,-1,3,273,53.22951800630132,57.78702133486719,3
694,5,11.794670340481382,16,2,16,2.642563286211274,0,0.18581352728990158,21,75.5242270228492,6,32,12,879,17,11,0.7314672830594318,16,0,6,19,70.60274607425346,69.37747256133521,3
846,18,12.708310904439259,8,3,15,4.717672070695583,47,0.40370673249078887,61,42.43552342678541,2,319,10,2971,43,45,0.6358188676221466,1,-1,16,183,65.88966169265933,51.29270707389336,2
1615,62,28.628821169843803,10,8,40,1.2762250812772475,187,0.28140197020374735,60,92.01762584879371,1,103,7,2473,41,46,0.05557875879951757,13,0,16,225,53.52306119988274,73.45018534265559,4
2546,31,33.7267427140203,9,5,20,3.549556259957247,157,0.1408784898237085,95,86.6468323893762,6,160,13,3304,4,1,0.8944262099782245,2,-1,1,228,64.09070942030043,19.922135669326664,0
984,5,45.72689812570973,19,4,11,6.441682835702178,143,0.22690993261808082,8,66.6279237985649,4,79,1,3644,19,97,1.893657845307804,11,0,8,83,54.96319705923232,84.93611834597604,4
367,79,29.18956301892239,21,1,43,5.598405042205627,80,0.24066154891732144,27,35.95252112647583,2,256,1,1224,41,90,0.8966620572187624,6,1,14,43,51.01287661099973,100.0,5
367,48,35.18176481953161,7,8,40,3.445566586613977,154,0.09910840019203533,66,69.70291528034784,6,480,14,542,27,78,0.8779072213375922,10,0,10,235,38.673747357467754,86.44930567263309,5
543,50,13.648983177561291,26,7,17,5.185092928739069,115,0.13261432660719247,28,60.93804486313917,2,460,4,2939,33,50,1.6904398925045268,0,0,5,308,47.645414112542994,68.66743271367338,3
916,3,25.774536374939736,4,3,50,1.1891220073903732,31,0.15207004537188995,96,68.86625611812495,5,11,10,3462,0,0,1.833066447984716,10,0,15,264,62.311973008648195,44.35794253800859,2
556,30,23.48933154626728,17,5,31,1.0758948973015454,102,0.19529234423246525,82,67.74082617530416,2,256,7,2816,11,7,1.020909719077208,3,-1,4,170,63.59512655040707,35.72903046262549,1
2852,69,44.19809031625585,20,3,20,1.0075607271891556,103,0.2651836768962174,78,70.04354201289037,7,32,12,406,46,86,1.34449470586628,10,0,18,341,53.23052218446725,88.80899463132936,5
2459,36,25.898838459850598,29,1,24,2.0242572659858595,90,0.26364086786366764,20,75.741470675608,8,339,10,3325,39,41,1.0754011992178494,18,0,9,164,40.76354371273363,92.16371020515402,5
1667,56,31.771682451486516,11,7,23,1.8551366137615406,140,0.12796393073556606,57,60.63708880227505,9,2,5,513,44,37,1.0314296555187865,6,0,4,350,55.679519627016326,50.9696579458244,2
1627,3,31.67886412842572,27,4,19,3.0876308432483364,21,0.11216288613114818,69,46.08866050925275,6,0,11,2089,39,23,1.8250733210882757,13,0,9,292,48.90433566200791,66.58620566207858,3
2447,71,30.633487496704298,21,1,26,4.582715844594381,119,0.09540709804686541,99,48.08576968356122,1,457,9,3077,19,30,2.5491410311948757,13,1,11,146,43.57224980918625,85.83803933790163,5
941,62,5.0,19,4,4,3.33675775289692,175,0.13771860368461042,60,60.424989985130836,0,448,3,3266,50,44,0.5055170603022929,10,-1,9,311,45.044785480616824,56.82252931450092,3
2742,47,54.06447887688908,25,2,29,0.0,106,0.3380210496898121,94,76.47578002435482,6,179,10,3322,48,10,0.6896919273532911,0,-1,6,349,51.09880335820056,28.54154392279103,1
1678,77,44.42443615395643,6,6,10,2.7218790608357724,34,0.1876405868033854,98,55.48764726539529,6,18,5,2207,17,16,1.664098156353847,2,-1,0,206,66.71744587065143,18.901346145052457,0
1356,47,18.105851441278155,30,2,48,3.405895604812338,42,0.18930598668981213,74,64.54812788726286,1,237,11,2809,14,0,1.0455915479067934,17,1,26,134,49.367297704425695,85.88436274984048,5
2620,69,10.761830554440191,25,2,44,3.733707437887464,169,0.14571530250050202,77,65.94454470033693,3,451,13,3256,11,6,1.6779348908107927,3,1,21,131,34.43446833497096,74.26664052866279,4
2951,62,46.32009248888829,2,7,18,3.0048561605043376,23,0.16036756930529034,93,52.32971189723714,3,42,8,2558,50,12,0.46151169105360934,0,1,1,152,75.01288190567752,30.87564817330093,1
388,49,29.539392702433915,23,2,44,0.0,12,0.12647568893551425,100,68.17590212264005,3,440,11,1663,18,44,1.1711911369884185,19,-1,26,166,47.117160164609686,90.09390904304462,5
2690,59,17.895067146379514,7,2,8,3.986447309252912,165,0.26316677748345024,43,88.9848347914025,0,91,6,3495,17,1,0.4291035152761339,0,-1,0,91,72.10686201397776,17.86024944709607,0
2706,60,36.24418760136126,29,4,44,0.5872334335690028,29,0.24706773859123862,21,31.43587193811031,9,273,7,2004,26,0,1.4120696509269677,14,0,2,18,40.140295579242014,75.1382813687119,4
168,42,18.34235607383791,24,5,25,0.0,19,0.08783471801400283,74,48.889963265010095,5,454,3,1789,31,57,0.0,0,0,9,49,48.95439285058254,66.62260406777752,3
2209,20,5.0,13,1,6,1.198201693574188,107,0.39809591526738686,58,45.445473010116245,5,363,11,1924,45,39,0.05626038003007472,10,1,27,78,62.18978071523473,93.12541334291035,5
303,3,38.18995341803722,11,2,13,2.5901681953353908,146,0.2721720395136341,57,30.782469240307705,4,107,2,1665,3,65,0.9897316330823751,6,-1,8,85,66.18961603713412,52.26077817468309,2
1648,74,13.191501936712633,12,6,7,3.9626059136313407,77,0.23679771170744968,17,15.031021131138111,10,23,8,3191,2,49,0.18971499498131916,17,1,23,117,56.31267974666754,86.17302127500382,5
526,21,38.72488636629007,8,7,23,0.40193409514004763,169,0.19863536273885485,71,83.50140211517515,7,311,4,3025,3,17,0.5958392417398513,12,-1,26,239,55.62718784268495,51.74679511387322,2
203,57,24.214734879173832,5,7,1,4.378652927498433,11,0.05521056041131253,90,56.64104101626447,1,61,2,1412,33,1,0.41195747170837416,1,-1,4,247,75.33957740150973,13.503971342697966,0
905,40,21.026872801760312,24,4,29,2.319712314152977,88,0.400184627858107,81,60.78143458035709,9,367,1,2834,6,64,0.9697905645664544,13,0,24,113,55.537949688825115,81.97775770060215,4
94,69,43.68568676362803,17,5,2,4.328171200581654,164,0.22147902529796465,18,72.34782366832849,8,73,14,2455,47,45,0.6229353195913865,5,-1,10,356,58.15463126771033,53.30576016546991,2
774,38,40.61912521542746,27,2,46,0.8348567078926981,147,0.1883007063739646,52,27.60261714848133,3,362,2,988,7,50,0.4343245695826988,18,-1,18,236,37.70045545659429,81.3349598335467,4
523,56,17.5137168554372,27,1,2,1.2802184811306279,192,0.21975385956494084,18,56.137890361023864,4,22,5,808,16,48,0.5663584312930594,9,1,11,39,55.4923216416944,78.12116117510392,4
1610,19,30.398726649420382,28,6,28,0.6177655845563965,81,0.32214676935798825,40,42.390755985082414,5,211,13,493,32,69,0.0,12,1,4,329,38.158284813393706,90.13199765802646,5
2614,56,48.41222833945575,2,4,26,5.989958860548815,196,0.18129882495741292,83,67.40200428827877,0,99,2,3196,16,9,0.8366207262329529,0,-1,4,262,60.39610050678078,15.821590921180237,0
